Secretaria,Codigo departamento, Nombre departamento,Codigo municipio, Nombre municipio, Codigo Establecimiento, Nombre Establecimiento, Codigo Sede, Nombre Sede, Zona, Direccion, Telefono, Estado Sede, Niveles, Modelos, Grados
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,327001001000,IE SANTO DOMINGO SAVIO,327001001000,IE SANTO DOMINGO SAVIO,URBANA,CL 25 26 A 110,6708016,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","POST PRIMARIA,MEDIA RURAL,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,A CRECER,ETNOEDUCACIÓN,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,TELESECUNDARIA,ACELERACIÓN DEL APRENDIZAJE,SAT PRESENCIAL","-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,327001001000,IE SANTO DOMINGO SAVIO,127001004026,SEDE MELVIN JHONS,URBANA,IND BARRIO EL JARDIN,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","TRANSFORMEMOS,ESPERE,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,21,22,23,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,327001001000,IE SANTO DOMINGO SAVIO,127001000039,SEDE LOS ANGELES,URBANA,IND BARRIO LOS ANGELES,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","TRANSFORMEMOS,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL","-1,0,1,2,3,4,5,21,22,23"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,227001018200,IE TECNICA ANTONIO RICAURTE,227001018200,IE TECNICA ANTONIO RICAURTE,URBANA,IND KM 3 SALIDA A ISTMINA,6713255,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESPERE,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE,GRUPOS JUVENILES CREATIVOS,BACHILLERATO PACICULTOR","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,227001018200,IE TECNICA ANTONIO RICAURTE,227001001692,SEDE PUENTE DE CABI,URBANA,IND CABI,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESPERE,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE","0,1,2,3,4,5,21,22"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,227001018200,IE TECNICA ANTONIO RICAURTE,127001000004,SEDE MARIA BERCHMANS,URBANA,IND BARRIO EL JARDIN,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESPERE,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE,CAFAM","0,1,2,3,4,5,21,22,23,24,25,26,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,227001018200,IE TECNICA ANTONIO RICAURTE,427001000016,SEDE KILOMETRO 8,RURAL,KILOMETRO OCHO VIA YUTO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE","0,1,2,3,4,5"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,227001018200,IE TECNICA ANTONIO RICAURTE,227001000203,SEDE BOCA DEL PANTANO,RURAL,BOCA DE PANTANO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,227001018200,IE TECNICA ANTONIO RICAURTE,127001017675,SEDE BOCA DE TANANDO,RURAL,BOCA DE TANANDO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","A CRECER,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,21"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,327001018271,CENTRO EDUCATIVO PACIFICO (CEPA),327001018271,CENTRO EDUCATIVO PACIFICO (CEPA) - SEDE PRINCIPAL,URBANA,KR 6 11 106,,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2,3,4,5"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,227001003547,IE TECNICA AGROPECUARIA DE TAGACHI,227001003547,INSTITUCION EDUCATIVA TECNICA AGROPECUARIO DE TAGACHI,RURAL,TAGACHI,985204699,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESPERE,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL","6,7,8,9,10,11,21,22"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,227001003547,IE TECNICA AGROPECUARIA DE TAGACHI,227001001234,SEDE DE TAGACHI,RURAL,TAGACHI,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CAFAM","0,1,2,3,4,5,21,22,23"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001001256,IE SANTO DOMINGO DE GUZMAN,227001017866,SEDE SAN FRANCISCO DEL CARAÑO,URBANA,IND BARRIO EL CARAÑO PARTE BAJA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,21,22,23,24,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001001256,IE SANTO DOMINGO DE GUZMAN,127001002627,SEDE EL PORVENIR,URBANA,IND CARAÑO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,21,22,23,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001001256,IE SANTO DOMINGO DE GUZMAN,127001001256,IE SANTO DOMINGO DE GUZMAN,URBANA,KR 11 A 31 73,6709029,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001001256,IE SANTO DOMINGO DE GUZMAN,127001004115,SEDE EL PARAISO,URBANA,IND PARAISO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESPERE,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,21,22,23,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,227001001684,IE  MIGUEL ANTONIO CAICEDO MENA - OBAPO,127001018054,SEDE BRISAS DEL POBLADO,URBANA,IND EL POBLADO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","TRANSFORMEMOS,ESPERE,POST PRIMARIA,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,6,7,21,22,23,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,227001001684,IE  MIGUEL ANTONIO CAICEDO MENA - OBAPO,327001000003,SEDE OBAPO,URBANA,IND OBAPO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESPERE,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,21,22,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,227001001684,IE  MIGUEL ANTONIO CAICEDO MENA - OBAPO,227001000963,SEDE DE PACURITA,RURAL,PACURITA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","TRANSFORMEMOS,ESPERE,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE","0,1,2,3,4,5,21,22,23"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,227001001684,IE  MIGUEL ANTONIO CAICEDO MENA - OBAPO,227001001684,IE MIGUEL ANTONIO CAICEDO MENA - OBAPO,URBANA,IND OBAPO,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,CAFAM","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001017853,IE AGROP MIGUEL VICENTE GARRIDO,127001017853,INST TEC MIGUEL VICENTE GARRIDO,URBANA,BARRIO ESCOLAR,6708388,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","TRANSFORMEMOS,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE,CAFAM","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001017853,IE AGROP MIGUEL VICENTE GARRIDO,127001000438,ESCOL URB MATIAS BUSTAMANTE MESA,URBANA,IND BARRIO ESCOLAR,6715011,CIERRE DEFINITIVO,,,
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001017853,IE AGROP MIGUEL VICENTE GARRIDO,127001000055,ESCOL URB CAMILO TORRES,URBANA,IND BARRIO ESCOLAR,6710733,CIERRE DEFINITIVO,,,
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001017853,IE AGROP MIGUEL VICENTE GARRIDO,127001000080,ESCOL URB FRANCISCO JOSE DE CALDAS,URBANA,IND BARRIO ESCOLAR,6715041,CIERRE DEFINITIVO,,,
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001017853,IE AGROP MIGUEL VICENTE GARRIDO,127001003020,ESCOL URB REPUBLICA DE VENEZUELA,URBANA,IND BARRIO ESCOLAR,6708617,CIERRE DEFINITIVO,,,
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001017853,IE AGROP MIGUEL VICENTE GARRIDO,127001000179,ESCOL NOCT SAN VICENTE DE PAUL,URBANA,IND BARRIO SAN VICENTE,6718261,CIERRE DEFINITIVO,,,
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001017853,IE AGROP MIGUEL VICENTE GARRIDO,127001000063,ESCOL URB REPUBLICA DE COLOMBIA,URBANA,IND BARRIO ESCOLAR,,CIERRE DEFINITIVO,,,
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,327001002695,INST SUPERIOR DE ENSEÑANZA TECNOLOG  ISET,327001002693,INST SUPERIOR DE ENSEÑANZA TECNOLOG  ISET,URBANA,IND BARRIO CRISTO REY,6708305,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA",EDUCACIÓN TRADICIONAL,"6,7,8,9,10,11"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,327001017542,LIC BTO MIGUEL ANGEL MENA,327001017542,LIC BTO MIGUEL ANGEL MENA,URBANA,BARRIO ZONA MINERA,6712412,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,23,24,25,26"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,327001003631,COL RAMON LOZANO GARCES 1,327001003631,COL RAMON LOZANO GARCES 1,URBANA,IND CR 6,67167052,CIERRE DEFINITIVO,,,
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,427001003627,UNION MISIONERA,427001003627,UNION MISIONERA - SEDE PRINCIPAL,URBANA,CORREG DE TUTUNENDO,,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001000853,IE GIMNASIO DE QUIBDO,127001000853,INSTITUCION EDUCATIVA GIMNASIO DE QUIBDO,URBANA,KR 2 25 22,6713807,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"1,2,3,4,5,6,7,8,9,10,11"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001000853,IE GIMNASIO DE QUIBDO,127001001264,SEDE JARDIN INFANTIL DE QUIBDO,URBANA,KR 2 25 80,6712104,ANTIGUO-ACTIVO,PREESCOLAR,EDUCACIÓN TRADICIONAL,"-2,-1,0"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001001621,IE MANUEL AGUSTIN SANTACOLOMA VILLA,127001001621,IE MANUEL AGUSTIN SANTACOLOMA VILLA,URBANA,CL 30 A 11 01,6712015,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001001621,IE MANUEL AGUSTIN SANTACOLOMA VILLA,127001017527,SEDE SAN JUDAS TADEO,URBANA,IND BARRIO SAN JUDAS,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE,CAFAM","0,1,2,3,4,5,21,22,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001018001,IE DIOCESANO PEDRO GRAU Y AROLA,127001018086,SEDE JULIO IBARGUEN MOSQUERA,URBANA,IND EL FUTURO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESPERE,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,21,22,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001018001,IE DIOCESANO PEDRO GRAU Y AROLA,127001004140,SEDE PARQUE DE LA GLORIA,URBANA,IND LA GLORIA COMUNA 1,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE,CAFAM","0,1,2,3,4,5,21,22,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001018001,IE DIOCESANO PEDRO GRAU Y AROLA,127001018001,IE DIOCESANO PEDRO GRAU Y AROLA,URBANA,IND LA GLORIA,6718767,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","TRANSFORMEMOS,POST PRIMARIA,MEDIA RURAL,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,A CRECER,ETNOEDUCACIÓN,EDUCACIÓN TRADICIONAL,TELESECUNDARIA,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE,GRUPOS JUVENILES CREATIVOS,SAT,MODALIDAD VIRTUAL ASISTIDA UCN,SAT PRESENCIAL","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001018001,IE DIOCESANO PEDRO GRAU Y AROLA,127001004158,SEDE EL REPOSO Nº2,URBANA,IND REPOSO  # 2,6715540/715525,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESPERE,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,21,22,23,24,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001018001,IE DIOCESANO PEDRO GRAU Y AROLA,127001000021,SEDE BUENOS AIRES,URBANA,IND BUENOS AIRES  LAS PALMERAS,6716031,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESPERE,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,21,22,23,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001018001,IE DIOCESANO PEDRO GRAU Y AROLA,127001017926,SEDE LUIS GONZALO PEREA VILLA ESPAÑA,URBANA,IND VILLAESPAÑA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESPERE,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,21,22,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001018001,IE DIOCESANO PEDRO GRAU Y AROLA,127001007675,SEDE LA VICTORIA Nº2,URBANA,IND LA VICTORIA,716196,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","TRANSFORMEMOS,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,21,22,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001018001,IE DIOCESANO PEDRO GRAU Y AROLA,127001017802,SEDE MIS ESFUERZOS,URBANA,IND MIS ESFUERZOS,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESPERE,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,21,22,23,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001018001,IE DIOCESANO PEDRO GRAU Y AROLA,127001018175,SEDE MONSERRATE,URBANA,IND MONSERRATE,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESPERE,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL","-1,0,1,2,3,4,5,21,22,24"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001018001,IE DIOCESANO PEDRO GRAU Y AROLA,127001004131,SEDE BARRIO SAMPER,URBANA,IND BARRIO SAMPER,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,21,22,23,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001018001,IE DIOCESANO PEDRO GRAU Y AROLA,227001000718,SEDE DE GUAYABAL,URBANA,IND GUAYABAL,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","A CRECER,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,22"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001018001,IE DIOCESANO PEDRO GRAU Y AROLA,127001003143,SEDE BARRIO OBRERO,URBANA,IND BARRIO OBRERO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESPERE,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,21,22,23,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,327001002685,BTO MIX MANEL SATURIO VALENCIA,327001002685,BTO MIX MANEL SATURIO VALENCIA,URBANA,CR 5 #23-63,67111116,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,6,7,8,9,10,11,21"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,327001017844,GUARD Y JAR INF CIELITO,327001017844,GUARD Y JAR INF CIELITO,URBANA,CR 5 # 29-26,6708292,ANTIGUO-ACTIVO,PREESCOLAR,EDUCACIÓN TRADICIONAL,"-2,-1,0"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001000446,IE NORMAL SUPERIOR DE QUIBDO,127001000446,I.E. NORMAL SUPERIOR DE QUIBDO - SEDE PRINCIPAL,URBANA,IND TRANSV 8 Nº 12 100,671 14 65,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","POST PRIMARIA,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,GRUPOS JUVENILES CREATIVOS,ACELERACIÓN DEL APRENDIZAJE,CAFAM","0,1,2,3,4,5,6,7,8,9,10,11,12,13,15,21,22,23,24,25,26,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001000446,IE NORMAL SUPERIOR DE QUIBDO,127001000837,SEDE ANEXA A LA NORMAL SUPERIOR DE QUIBDO,URBANA,TV 8 12 100,6711465,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","TRANSFORMEMOS,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE","-1,0,1,2,3,4,5,21,22"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001000446,IE NORMAL SUPERIOR DE QUIBDO,127001000250,SEDE LISANDRO MOSQUERA,URBANA,TV 8 12 100,6717370,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001000446,IE NORMAL SUPERIOR DE QUIBDO,127001003151,SEDE NIÑO JESUS,URBANA,IND BARRIO NIÑO JESUS,6720498,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","TRANSFORMEMOS,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,21,22,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001000446,IE NORMAL SUPERIOR DE QUIBDO,127001000675,SEDE FRANCISCO CORDOBA,URBANA,IND BARRIO PLAYITA,6718916,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","TRANSFORMEMOS,POST PRIMARIA,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE,CAFAM,SAT","-1,0,1,2,3,4,5,6,7,8,9,21,22,23,24,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001000446,IE NORMAL SUPERIOR DE QUIBDO,127001017829,SEDE DIVINO NIÑO,URBANA,IND BARRIO NIÑO JESUS (CABI),6715550,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE","0,1,2,3,4,5"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,227001001145,CENTRO EDUCATIVO JORGE VALENCIA LOZANO,227001001145,CENTRO EDUCATIVO JORGE VALENCIA LOZANO,RURAL,CORREG LA TROJE,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,227001001145,CENTRO EDUCATIVO JORGE VALENCIA LOZANO,227001018064,SEDE BERALDO ROBLEDO,RURAL,VDA MARMOLEJO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,227001001145,CENTRO EDUCATIVO JORGE VALENCIA LOZANO,227001003261,SEDE EL PIÑAL,RURAL,EL PIÑAL,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5"
